Sentence_ID;Words;Labels;Tags
51;years;O;0
51;old;O;0
51;and;O;0
51;my;O;0
51;birthdate;O;0
51;is;O;0
51;August;B-BIRTH_DATE;9
51;17;I-BIRTH_DATE;10
51;,;I-BIRTH_DATE;10
51;1978;L-BIRTH_DATE;11
51;.;B-PERSON;1
51;My;L-PERSON;3
51;email;O;0
51;is;O;0
51;audit@ghi.com;U-EMAIL;16
51;and;O;0
51;my;O;0
51;phone;O;0
51;number;O;0
51;is;O;0
51;345;B-SSN_NUMBER;5
51;-;I-SSN_NUMBER;6
51;678;I-SSN_NUMBER;6
51;-;I-SSN_NUMBER;6
51;909;L-SSN_NUMBER;7
52;My;B-PERSON;1
52;name;L-PERSON;3
52;is;O;0
52;William;B-PERSON;1
52;Williams;L-PERSON;3
52;and;O;0
52;I;O;0
52;am;O;0
52;the;O;0
52;Risk;B-BIRTH_DATE;9
52;Manager;I-BIRTH_DATE;10
52;at;I-BIRTH_DATE;10
52;YZ;I-BIRTH_DATE;10
52;Company;I-BIRTH_DATE;10
52;.;I-BIRTH_DATE;10
52;I;I-BIRTH_DATE;10
52;am;I-BIRTH_DATE;10
52;50;I-BIRTH_DATE;10
52;years;I-BIRTH_DATE;10
52;old;I-BIRTH_DATE;10
52;and;I-BIRTH_DATE;10
52;my;I-BIRTH_DATE;10
52;birthdate;I-BIRTH_DATE;10
52;is;I-BIRTH_DATE;10
52;February;I-BIRTH_DATE;10
52;14;I-BIRTH_DATE;10
52;,;I-BIRTH_DATE;10
52;1973;L-BIRTH_DATE;11
52;.;B-PERSON;1
52;My;L-PERSON;3
52;email;O;0
52;is;O;0
52;riskmgr@yz.com;U-EMAIL;16
52;and;O;0
52;my;O;0
52;phone;O;0
52;number;O;0
52;is;O;0
52;901;B-SSN_NUMBER;5
52;-;I-SSN_NUMBER;6
52;234;I-SSN_NUMBER;6
52;-;I-SSN_NUMBER;6
52;5678;L-SSN_NUMBER;7
53;According;B-PERSON;1
53;to;L-PERSON;3
53;the;O;0
53;driver;O;0
53;s;O;0
53;license;O;0
53;,;O;0
53;the;O;0
53;date;O;0
53;of;O;0
53;birth;O;0
53;is;O;0
53;March;B-BIRTH_DATE;9
53;15;I-BIRTH_DATE;10
53;th;I-BIRTH_DATE;10
53;,;I-BIRTH_DATE;10
53;1991;L-BIRTH_DATE;11
54;Amanda;U-PERSON;4
54;,;O;0
54;a;O;0
54;financial;O;0
54;analyst;O;0
54;at;O;0
54;a;O;0
54;stock;O;0
54;brokerage;O;0
54;firm;O;0
54;,;O;0
54;can;O;0
54;be;O;0
54;contacted;O;0
54;at;O;0
54;amandamiller@finance.com;U-EMAIL;16
54;for;O;0
54;information;O;0
54;on;O;0
54;stock;O;0
54;market;O;0
54;trends;O;0
54;and;O;0
54;investment;O;0
54;opportunities;O;0
55;I;O;0
55;am;O;0
55;Mary;B-PERSON;1
55;Lee;L-PERSON;3
55;and;O;0
55;I;O;0
55;am;O;0
55;the;O;0
55;Director;O;0
55;of;O;0
55;Compliance;O;0
55;at;O;0
55;ABCD;O;0
55;Inc.;O;0
55;I;O;0
55;am;O;0
55;35;O;0
55;years;O;0
55;old;O;0
55;and;O;0
55;my;O;0
55;birthdate;O;0
55;is;O;0
55;March;B-BIRTH_DATE;9
55;21;I-BIRTH_DATE;10
55;,;I-BIRTH_DATE;10
55;1988;L-BIRTH_DATE;11
55;.;O;0
55;My;U-PERSON;4
55;email;O;0
55;is;O;0
55;director@abcd.com;U-EMAIL;16
55;and;U-PERSON;4
55;my;O;0
55;phone;O;0
55;number;O;0
55;is;O;0
55;12;B-SSN_NUMBER;5
55;-;I-SSN_NUMBER;6
55;345;I-SSN_NUMBER;6
55;-;I-SSN_NUMBER;6
55;6789;L-SSN_NUMBER;7
56;As;O;0
56;the;O;0
56;Director;U-PERSON;4
56;of;O;0
56;Governance;B-BIRTH_DATE;9
56;,;I-BIRTH_DATE;10
56;it;I-BIRTH_DATE;10
56;is;I-BIRTH_DATE;10
56;my;I-BIRTH_DATE;10
56;role;I-BIRTH_DATE;10
56;to;I-BIRTH_DATE;10
56;establish;I-BIRTH_DATE;10
56;and;I-BIRTH_DATE;10
56;maintain;I-BIRTH_DATE;10
56;the;I-BIRTH_DATE;10
56;policies;I-BIRTH_DATE;10
56;and;I-BIRTH_DATE;10
56;procedures;I-BIRTH_DATE;10
56;that;I-BIRTH_DATE;10
56;guide;I-BIRTH_DATE;10
56;our;I-BIRTH_DATE;10
56;company;I-BIRTH_DATE;10
56;s;I-BIRTH_DATE;10
56;decision;I-BIRTH_DATE;10
56;-;I-BIRTH_DATE;10
56;making;I-BIRTH_DATE;10
56;processes;I-BIRTH_DATE;10
56;.;I-BIRTH_DATE;10
56;My;I-BIRTH_DATE;10
56;email;I-BIRTH_DATE;10
56;is;I-BIRTH_DATE;10
56;director@company.com;L-BIRTH_DATE;11
56;and;U-PERSON;4
56;my;O;0
56;phone;O;0
56;number;O;0
56;is;O;0
56;777;B-SSN_NUMBER;5
56;-;I-SSN_NUMBER;6
56;777;I-SSN_NUMBER;6
56;-;I-SSN_NUMBER;6
56;1212;L-SSN_NUMBER;7
57;Chris;B-PERSON;1
57;,;L-PERSON;3
57;my;O;0
57;phone;O;0
57;number;O;0
57;is;O;0
57;(;O;0
57;345;O;0
57;);B-SSN_NUMBER;5
57;678;I-SSN_NUMBER;6
57;-;I-SSN_NUMBER;6
57;9012;L-SSN_NUMBER;7
57;,;O;0
57;so;O;0
57;please;O;0
57;give;O;0
57;me;O;0
57;a;O;0
57;call;O;0
57;if;O;0
57;you;O;0
57;have;O;0
57;any;O;0
57;questions;O;0
58;The;U-PERSON;4
58;date;O;0
58;of;O;0
58;birth;O;0
58;provided;O;0
58;on;O;0
58;the;O;0
58;social;O;0
58;security;O;0
58;card;O;0
58;is;O;0
58;08/30/22;O;0
59;You;O;0
59;can;O;0
59;reach;O;0
59;me;O;0
59;at;O;0
59;my;O;0
59;email;O;0
59;,;O;0
59;mikew@hotmail.com;B-BIRTH_DATE;9
59;,;I-BIRTH_DATE;10
59;or;I-BIRTH_DATE;10
59;by;I-BIRTH_DATE;10
59;phone;I-BIRTH_DATE;10
59;at;I-BIRTH_DATE;10
59;111;I-BIRTH_DATE;10
59;-;I-BIRTH_DATE;10
59;111;I-BIRTH_DATE;10
59;-;I-BIRTH_DATE;10
59;1111;L-BIRTH_DATE;11
59;.;O;0
60;The;U-PERSON;4
60;company;O;0
60;s;O;0
60;email;O;0
60;address;O;0
60;is;O;0
60;info@company.net;O;0
60;and;O;0
60;the;O;0
60;phone;O;0
60;number;O;0
60;is;O;0
60;333;B-SSN_NUMBER;5
60;-;I-SSN_NUMBER;6
60;333;I-SSN_NUMBER;6
60;-;I-SSN_NUMBER;6
60;3333;L-SSN_NUMBER;7
60;.;O;0
61;You;O;0
61;can;O;0
61;reach;O;0
61;me;O;0
61;at;O;0
61;my;O;0
61;email;O;0
61;,;O;0
61;mikew@hotmail.com;B-BIRTH_DATE;9
61;,;I-BIRTH_DATE;10
61;or;I-BIRTH_DATE;10
61;by;I-BIRTH_DATE;10
61;phone;I-BIRTH_DATE;10
61;at;I-BIRTH_DATE;10
61;111;I-BIRTH_DATE;10
61;-;I-BIRTH_DATE;10
61;111;I-BIRTH_DATE;10
61;-;I-BIRTH_DATE;10
61;1111;L-BIRTH_DATE;11
61;.;O;0
62;The;U-PERSON;4
62;date;O;0
62;of;O;0
62;birth;O;0
62;on;O;0
62;file;O;0
62;is;O;0
62;April;B-BIRTH_DATE;9
62;30;I-BIRTH_DATE;10
62;th;I-BIRTH_DATE;10
62;,;I-BIRTH_DATE;10
62;1993;L-BIRTH_DATE;11
63;The;U-PERSON;4
63;organization;O;0
63;s;O;0
63;email;O;0
63;is;O;0
63;contact@organization.org;O;0
63;and;O;0
63;the;O;0
63;phone;O;0
63;number;O;0
63;is;O;0
63;666;B-SSN_NUMBER;5
63;-;I-SSN_NUMBER;6
63;666;I-SSN_NUMBER;6
63;-;I-SSN_NUMBER;6
63;6666;L-SSN_NUMBER;7
63;.;O;0
64;The;U-PERSON;4
64;date;O;0
64;of;O;0
64;birth;O;0
64;on;O;0
64;file;O;0
64;is;O;0
64;08/30/22;O;0
65;My;B-PERSON;1
65;name;L-PERSON;3
65;is;O;0
65;Michael;B-BIRTH_DATE;9
65;Johnson;I-BIRTH_DATE;10
65;and;I-BIRTH_DATE;10
65;I;I-BIRTH_DATE;10
65;am;I-BIRTH_DATE;10
65;the;I-BIRTH_DATE;10
65;Vice;I-BIRTH_DATE;10
65;President;I-BIRTH_DATE;10
65;of;I-BIRTH_DATE;10
65;Compliance;I-BIRTH_DATE;10
65;at;I-BIRTH_DATE;10
65;MNOP;I-BIRTH_DATE;10
65;Industries;I-BIRTH_DATE;10
65;.;I-BIRTH_DATE;10
65;I;I-BIRTH_DATE;10
65;am;I-BIRTH_DATE;10
65;35;I-BIRTH_DATE;10
65;years;I-BIRTH_DATE;10
65;old;I-BIRTH_DATE;10
65;and;I-BIRTH_DATE;10
65;my;I-BIRTH_DATE;10
65;birthdate;I-BIRTH_DATE;10
65;is;I-BIRTH_DATE;10
65;February;I-BIRTH_DATE;10
65;14;I-BIRTH_DATE;10
65;,;I-BIRTH_DATE;10
65;1988.Sara;I-BIRTH_DATE;10
65;,;I-BIRTH_DATE;10
65;a;I-BIRTH_DATE;10
65;financial;I-BIRTH_DATE;10
65;analyst;I-BIRTH_DATE;10
65;at;I-BIRTH_DATE;10
65;a;I-BIRTH_DATE;10
65;large;I-BIRTH_DATE;10
65;bank;I-BIRTH_DATE;10
65;,;I-BIRTH_DATE;10
65;can;L-BIRTH_DATE;11
65;be;O;0
65;contacted;O;0
65;at;O;0
65;sarajones@finance.com;U-EMAIL;16
65;for;O;0
65;information;O;0
65;on;O;0
65;loan;O;0
65;options;O;0
65;and;O;0
65;interest;O;0
65;rates;O;0
66;Emily;B-PERSON;1
66;,;L-PERSON;3
66;I;O;0
66;;O;0
66;m;O;0
66;not;O;0
66;sure;O;0
66;which;O;0
66;email;O;0
66;you;O;0
66;used;O;0
66;to;O;0
66;send;O;0
66;the;O;0
66;proposal;O;0
66;,;O;0
66;was;O;0
66;it;O;0
66;emilydavis@gmail.com;U-EMAIL;16
66;or;O;0
66;emilydavis@outlook.com;U-EMAIL;16
66;?;U-PERSON;4
67;Brian;B-PERSON;1
67;,;L-PERSON;3
67;I;O;0
67;gave;O;0
67;you;O;0
67;my;O;0
67;business;O;0
67;card;O;0
67;with;O;0
67;my;O;0
67;phone;O;0
67;number;O;0
67;,;O;0
67;(;O;0
67;789;O;0
67;);B-SSN_NUMBER;5
67;12;I-SSN_NUMBER;6
67;-;I-SSN_NUMBER;6
67;3456;L-SSN_NUMBER;7
67;,;O;0
67;so;O;0
67;please;O;0
67;don;O;0
67;;O;0
67;t;O;0
67;hesitate;O;0
67;to;O;0
67;call;O;0
67;me;O;0
67;with;O;0
67;any;O;0
67;questions;O;0
67;or;O;0
67;concerns;O;0
68;You;U-PERSON;4
68;can;O;0
68;contact;O;0
68;me;O;0
68;at;O;0
68;my;O;0
68;email;O;0
68;,;O;0
68;johnt@gmail.com;B-BIRTH_DATE;9
68;,;I-BIRTH_DATE;10
68;or;I-BIRTH_DATE;10
68;by;I-BIRTH_DATE;10
68;phone;I-BIRTH_DATE;10
68;at;I-BIRTH_DATE;10
68;777;I-BIRTH_DATE;10
68;-;I-BIRTH_DATE;10
68;777;I-BIRTH_DATE;10
68;-;I-BIRTH_DATE;10
68;7777;L-BIRTH_DATE;11
68;.;O;0
69;Miss;B-PERSON;1
69;Megan;L-PERSON;3
69;,;O;0
69;a;O;0
69;twenty;O;0
69;-;O;0
69;five;O;0
69;year;O;0
69;old;O;0
69;recent;O;0
69;college;O;0
69;graduate;O;0
69;,;O;0
69;is;O;0
69;searching;O;0
69;for;O;0
69;her;O;0
69;first;O;0
69;job;O;0
69;in;O;0
69;the;O;0
69;journalism;O;0
69;industry;O;0
70;I;O;0
70;am;O;0
70;the;O;0
70;financial;O;0
70;consultant;O;0
70;at;O;0
70;this;O;0
70;firm;O;0
70;,;O;0
70;and;O;0
70;it;O;0
70;is;O;0
70;my;O;0
70;job;O;0
70;to;O;0
70;provide;O;0
70;expert;O;0
70;financial;O;0
70;advice;O;0
70;and;O;0
70;support;O;0
70;to;O;0
70;clients;O;0
71;Steven;B-PERSON;1
71;,;L-PERSON;3
71;I;O;0
71;just;O;0
71;sent;O;0
71;you;O;0
71;an;O;0
71;email;O;0
71;at;O;0
71;stevenmoore@outlook.com;O;0
71;with;O;0
71;the;O;0
71;updated;O;0
71;presentation;O;0
71;,;O;0
71;can;O;0
71;you;O;0
71;please;O;0
71;review;O;0
71;and;O;0
71;let;O;0
71;me;O;0
71;know;O;0
71;if;O;0
71;you;O;0
71;have;O;0
71;any;O;0
71;feedback;O;0
71;?;O;0
72;The;U-PERSON;4
72;organization;O;0
72;s;O;0
72;email;O;0
72;is;O;0
72;contact@organization.org;O;0
72;and;O;0
72;the;O;0
72;phone;O;0
72;number;O;0
72;is;O;0
72;666;B-SSN_NUMBER;5
72;-;I-SSN_NUMBER;6
72;666;I-SSN_NUMBER;6
72;-;I-SSN_NUMBER;6
72;6666;L-SSN_NUMBER;7
72;.;O;0
73;According;B-PERSON;1
73;to;L-PERSON;3
73;the;O;0
73;date;O;0
73;of;O;0
73;birth;O;0
73;on;O;0
73;the;B-BIRTH_DATE;9
73;driver;I-BIRTH_DATE;10
73;s;I-BIRTH_DATE;10
73;license;I-BIRTH_DATE;10
73;,;I-BIRTH_DATE;10
73;the;L-BIRTH_DATE;11
73;individual;O;0
73;was;O;0
73;born;O;0
73;on;O;0
73;May;B-BIRTH_DATE;9
73;5;I-BIRTH_DATE;10
73;th;I-BIRTH_DATE;10
73;,;I-BIRTH_DATE;10
73;1982;L-BIRTH_DATE;11
74;My;B-PERSON;1
74;name;L-PERSON;3
74;is;O;0
74;William;B-PERSON;1
74;Lee;L-PERSON;3
74;and;O;0
74;I;O;0
74;am;O;0
74;the;O;0
74;Risk;B-BIRTH_DATE;9
74;Manager;I-BIRTH_DATE;10
74;at;I-BIRTH_DATE;10
74;ABC;I-BIRTH_DATE;10
74;Company;I-BIRTH_DATE;10
74;.;I-BIRTH_DATE;10
74;I;I-BIRTH_DATE;10
74;am;I-BIRTH_DATE;10
74;30;I-BIRTH_DATE;10
74;years;I-BIRTH_DATE;10
74;old;I-BIRTH_DATE;10
74;and;I-BIRTH_DATE;10
74;my;I-BIRTH_DATE;10
74;birthdate;I-BIRTH_DATE;10
74;is;I-BIRTH_DATE;10
74;June;I-BIRTH_DATE;10
74;22;I-BIRTH_DATE;10
74;,;I-BIRTH_DATE;10
74;1993;L-BIRTH_DATE;11
74;.;B-PERSON;1
74;My;L-PERSON;3
74;email;O;0
74;is;O;0
74;riskmgr@abc.com;U-EMAIL;16
74;and;O;0
74;my;O;0
74;phone;O;0
74;number;O;0
74;is;O;0
74;123;B-SSN_NUMBER;5
74;-;I-SSN_NUMBER;6
74;456;I-SSN_NUMBER;6
74;-;I-SSN_NUMBER;6
74;7890;L-SSN_NUMBER;7
75;Lauren;B-PERSON;1
75;,;L-PERSON;3
75;my;O;0
75;work;O;0
75;email;O;0
75;is;O;0
75;laurenmoore@company.com;U-EMAIL;16
75;,;O;0
75;but;O;0
75;you;O;0
75;can;O;0
75;also;O;0
75;reach;O;0
75;me;O;0
75;at;O;0
75;my;O;0
75;personal;O;0
75;email;O;0
75;,;O;0
75;laurenmoore@gmail.com;B-PERSON;1
75;,;L-PERSON;3
75;for;O;0
75;any;O;0
75;urgent;O;0
75;matters;O;0
76;Emma;B-PERSON;1
76;,;L-PERSON;3
76;my;O;0
76;phone;O;0
76;number;O;0
76;is;O;0
76;(;O;0
76;12;O;0
76;);B-SSN_NUMBER;5
76;345;I-SSN_NUMBER;6
76;-;I-SSN_NUMBER;6
76;6789;L-SSN_NUMBER;7
76;,;O;0
76;so;O;0
76;please;O;0
76;give;O;0
76;me;O;0
76;a;O;0
76;call;O;0
76;if;O;0
76;you;O;0
76;have;O;0
76;any;O;0
76;questions;O;0
77;If;U-PERSON;4
77;you;O;0
77;have;O;0
77;any;O;0
77;questions;O;0
77;,;O;0
77;you;O;0
77;can;O;0
77;email;O;0
77;me;O;0
77;at;O;0
77;tomh@aol.com;O;0
77;or;O;0
77;call;O;0
77;me;O;0
77;at;O;0
77;444;B-SSN_NUMBER;5
77;-;I-SSN_NUMBER;6
77;444;I-SSN_NUMBER;6
77;-;I-SSN_NUMBER;6
77;4444;L-SSN_NUMBER;7
77;.;O;0
78;David;B-PERSON;1
78;,;L-PERSON;3
78;my;O;0
78;phone;O;0
78;number;O;0
78;is;O;0
78;(;O;0
78;567;O;0
78;);O;0
78;890;O;0
78;-;O;0
78;1234;O;0
78;,;O;0
78;so;O;0
78;please;O;0
78;send;O;0
78;me;O;0
78;a;O;0
78;message;O;0
78;if;O;0
78;you;O;0
78;need;O;0
78;to;O;0
78;reach;O;0
78;me;O;0
78;after;O;0
78;hours;O;0
79;Currently;U-PERSON;4
79;pursuing;O;0
79;her;O;0
79;degree;O;0
79;in;O;0
79;computer;O;0
79;science;O;0
79;,;O;0
79;Sara;U-PERSON;4
79;is;O;0
79;a;O;0
79;young;O;0
79;woman;O;0
79;in;O;0
79;her;O;0
79;early;O;0
79;20;O;0
79;s;O;0
79;and;O;0
79;is;O;0
79;highly;O;0
79;motivated;O;0
79;to;O;0
79;succeed;O;0
80;As;O;0
80;the;O;0
80;director;O;0
80;of;O;0
80;this;O;0
80;museum;O;0
80;,;O;0
80;I;O;0
80;am;O;0
80;delighted;O;0
80;to;O;0
80;share;O;0
80;the;O;0
80;rich;O;0
80;history;O;0
80;and;O;0
80;culture;O;0
80;of;O;0
80;our;O;0
80;institution;O;0
80;with;O;0
80;you;O;0
81;I;O;0
81;am;O;0
81;the;O;0
81;financial;O;0
81;advisor;O;0
81;at;O;0
81;this;O;0
81;firm;O;0
81;,;O;0
81;and;O;0
81;it;O;0
81;is;O;0
81;my;O;0
81;role;O;0
81;to;O;0
81;help;O;0
81;clients;O;0
81;make;O;0
81;informed;O;0
81;financial;O;0
81;decisions;O;0
81;and;O;0
81;achieve;O;0
81;their;O;0
81;long;O;0
81;-;O;0
81;term;O;0
81;goals;O;0
82;I;O;0
82;am;O;0
82;Emily;B-PERSON;1
82;Anderson;L-PERSON;3
82;and;O;0
82;I;O;0
82;am;O;0
82;the;O;0
82;Chief;B-PERSON;1
82;Governance;L-PERSON;3
82;Officer;U-PERSON;4
82;at;O;0
82;XYZ;O;0
82;Corporation;U-PERSON;4
82;.;O;0
82;I;O;0
82;am;O;0
82;40;O;0
82;years;O;0
82;old;O;0
82;and;O;0
82;my;O;0
82;birthdate;O;0
82;is;O;0
82;January;B-BIRTH_DATE;9
82;1;I-BIRTH_DATE;10
82;,;I-BIRTH_DATE;10
82;1983;L-BIRTH_DATE;11
82;.;O;0
82;My;U-PERSON;4
82;email;O;0
82;is;O;0
82;cgo@xyz.com;U-EMAIL;16
82;and;O;0
82;my;O;0
82;phone;O;0
82;number;O;0
82;is;O;0
82;234;B-SSN_NUMBER;5
82;-;I-SSN_NUMBER;6
82;567;I-SSN_NUMBER;6
82;-;I-SSN_NUMBER;6
82;8901;L-SSN_NUMBER;7
83;Samantha;U-PERSON;4
83;is;O;0
83;a;O;0
83;teenage;O;0
83;girl;O;0
83;,;O;0
83;around;O;0
83;16;O;0
83;years;O;0
83;old;O;0
83;,;O;0
83;who;O;0
83;is;O;0
83;a;O;0
83;talented;O;0
83;singer;O;0
83;and;O;0
83;performs;O;0
83;at;O;0
83;school;O;0
83;events;O;0
84;As;O;0
84;the;O;0
84;chief;O;0
84;marketing;O;0
84;officer;O;0
84;of;O;0
84;this;O;0
84;organization;O;0
84;,;O;0
84;I;O;0
84;am;O;0
84;responsible;O;0
84;for;O;0
84;developing;O;0
84;and;O;0
84;implementing;O;0
84;our;O;0
84;marketing;O;0
84;strategies;O;0
85;As;O;0
85;the;O;0
85;chief;O;0
85;credit;O;0
85;officer;O;0
85;at;O;0
85;this;O;0
85;bank;O;0
85;,;O;0
85;I;O;0
85;am;O;0
85;responsible;O;0
85;for;O;0
85;managing;O;0
85;the;O;0
85;credit;O;0
85;risk;O;0
85;for;O;0
85;the;O;0
85;institution;O;0
86;The;U-PERSON;4
86;date;O;0
86;of;O;0
86;birth;O;0
86;on;O;0
86;file;O;0
86;is;O;0
86;September;B-BIRTH_DATE;9
86;11;I-BIRTH_DATE;10
86;th;I-BIRTH_DATE;10
86;,;I-BIRTH_DATE;10
86;1985;L-BIRTH_DATE;11
87;Robert;U-PERSON;4
87;,;O;0
87;a;O;0
87;financial;O;0
87;consultant;O;0
87;at;O;0
87;a;O;0
87;consulting;O;0
87;firm;O;0
87;,;O;0
87;can;O;0
87;be;O;0
87;contacted;O;0
87;at;O;0
87;robertsmith@finance.com;U-EMAIL;16
87;for;O;0
87;advice;O;0
87;on;O;0
87;financial;O;0
87;decision;O;0
87;-;O;0
87;making;O;0
87;and;O;0
87;risk;O;0
87;management;O;0
88;Nancy;U-PERSON;4
88;is;O;0
88;a;O;0
88;woman;O;0
88;,;O;0
88;who;O;0
88;works;O;0
88;as;O;0
88;a;O;0
88;librarian;O;0
88;at;O;0
88;the;O;0
88;public;O;0
88;library;O;0
89;Ashley;U-PERSON;4
89;,;O;0
89;a;O;0
89;financial;O;0
89;manager;O;0
89;at;O;0
89;a;O;0
89;nonprofit;O;0
89;organization;O;0
89;,;O;0
89;can;O;0
89;be;O;0
89;reached;O;0
89;at;O;0
89;ashleyanderson@finance.com;U-EMAIL;16
89;for;O;0
89;assistance;O;0
89;with;O;0
89;grant;O;0
89;writing;O;0
89;and;O;0
89;financial;O;0
89;reporting;O;0
90;You;O;0
90;can;O;0
90;reach;O;0
90;me;O;0
90;at;O;0
90;my;O;0
90;email;O;0
90;,;O;0
90;mikew@hotmail.com;B-BIRTH_DATE;9
90;,;I-BIRTH_DATE;10
90;or;I-BIRTH_DATE;10
90;by;I-BIRTH_DATE;10
90;phone;I-BIRTH_DATE;10
90;at;I-BIRTH_DATE;10
90;222;I-BIRTH_DATE;10
90;-;I-BIRTH_DATE;10
90;222;I-BIRTH_DATE;10
90;-;I-BIRTH_DATE;10
90;2222;L-BIRTH_DATE;11
90;.;O;0
91;Karen;U-PERSON;4
91;is;O;0
91;a;O;0
91;accountant;O;0
91;,;O;0
91;who;O;0
91;is;O;0
91;known;O;0
91;for;O;0
91;her;O;0
91;organizational;O;0
91;skills;O;0
91;and;O;0
91;efficiency;O;0
92;You;U-PERSON;4
92;can;O;0
92;contact;O;0
92;me;O;0
92;at;O;0
92;my;O;0
92;email;O;0
92;,;O;0
92;janeb@gmail.com;B-PERSON;1
92;,;L-PERSON;3
92;or;O;0
92;by;O;0
92;phone;O;0
92;at;O;0
92;111;B-SSN_NUMBER;5
92;-;I-SSN_NUMBER;6
92;111;I-SSN_NUMBER;6
92;-;I-SSN_NUMBER;6
92;1111;L-SSN_NUMBER;7
92;.;O;0
93;The;U-PERSON;4
93;person;O;0
93;s;O;0
93;date;O;0
93;of;O;0
93;birth;O;0
93;recorded;O;0
93;in;O;0
93;the;O;0
93;database;O;0
93;is;O;0
93;9.11.2011 00:00;O;0
94;According;B-PERSON;1
94;to;L-PERSON;3
94;the;O;0
94;date;O;0
94;of;O;0
94;birth;O;0
94;listed;O;0
94;on;O;0
94;the;O;0
94;insurance;O;0
94;policy;O;0
94;,;O;0
94;the;O;0
94;individual;O;0
94;was;O;0
94;born;O;0
94;on;O;0
94;January;B-BIRTH_DATE;9
94;1;I-BIRTH_DATE;10
94;st;I-BIRTH_DATE;10
94;,;I-BIRTH_DATE;10
94;1991;L-BIRTH_DATE;11
95;As;O;0
95;the;O;0
95;Compliance;B-PERSON;1
95;Coordinator;L-PERSON;3
95;,;O;0
95;it;O;0
95;is;O;0
95;my;O;0
95;duty;O;0
95;to;O;0
95;assist;O;0
95;with;O;0
95;the;O;0
95;development;O;0
95;and;O;0
95;implementation;O;0
95;of;O;0
95;compliance;O;0
95;policies;O;0
95;and;O;0
95;procedures;O;0
95;,;O;0
95;and;O;0
95;to;O;0
95;ensure;O;0
95;that;O;0
95;our;O;0
95;company;O;0
95;is;O;0
95;in;O;0
95;compliance;O;0
95;with;O;0
95;all;O;0
95;relevant;O;0
95;laws;O;0
95;and;O;0
95;regulations;O;0
95;.;O;0
95;My;O;0
95;email;O;0
95;is;O;0
95;coordinator@company.com;U-EMAIL;16
95;and;O;0
95;my;O;0
95;phone;O;0
95;number;O;0
95;is;O;0
95;345;B-SSN_NUMBER;5
95;-;I-SSN_NUMBER;6
95;678;I-SSN_NUMBER;6
95;-;I-SSN_NUMBER;6
95;9012;L-SSN_NUMBER;7
96;If;U-PERSON;4
96;you;O;0
96;have;O;0
96;any;O;0
96;questions;O;0
96;,;O;0
96;you;O;0
96;can;O;0
96;email;O;0
96;me;O;0
96;at;O;0
96;janeg@outlook.com;U-EMAIL;16
96;or;O;0
96;call;O;0
96;me;O;0
96;at;O;0
96;888;B-SSN_NUMBER;5
96;-;I-SSN_NUMBER;6
96;888;I-SSN_NUMBER;6
96;-;I-SSN_NUMBER;6
96;8888;L-SSN_NUMBER;7
96;.;O;0
97;Mark;U-PERSON;4
97;,;O;0
97;I;O;0
97;sent;O;0
97;the;O;0
97;presentation;O;0
97;to;O;0
97;your;O;0
97;work;O;0
97;email;O;0
97;,;O;0
97;markanderson@company.com;B-BIRTH_DATE;9
97;,;I-BIRTH_DATE;10
97;so;I-BIRTH_DATE;10
97;please;I-BIRTH_DATE;10
97;let;I-BIRTH_DATE;10
97;me;I-BIRTH_DATE;10
97;know;I-BIRTH_DATE;10
97;if;I-BIRTH_DATE;10
97;you;I-BIRTH_DATE;10
97;have;I-BIRTH_DATE;10
97;any;I-BIRTH_DATE;10
97;questions;I-BIRTH_DATE;10
97;or;I-BIRTH_DATE;10
97;need;I-BIRTH_DATE;10
97;clarification;I-BIRTH_DATE;10
97;on;I-BIRTH_DATE;10
97;any;I-BIRTH_DATE;10
97;points;L-BIRTH_DATE;11
98;You;U-PERSON;4
98;can;O;0
98;contact;O;0
98;me;O;0
98;at;O;0
98;my;O;0
98;email;O;0
98;,;O;0
98;mikec@hotmail.com;B-BIRTH_DATE;9
98;,;I-BIRTH_DATE;10
98;or;I-BIRTH_DATE;10
98;by;I-BIRTH_DATE;10
98;phone;I-BIRTH_DATE;10
98;at;I-BIRTH_DATE;10
98;777;I-BIRTH_DATE;10
98;-;I-BIRTH_DATE;10
98;777;I-BIRTH_DATE;10
98;-;I-BIRTH_DATE;10
98;7777;L-BIRTH_DATE;11
98;.;O;0
99;I;O;0
99;am;O;0
99;the;O;0
99;chairman;O;0
99;of;O;0
99;this;O;0
99;board;O;0
99;,;O;0
99;and;O;0
99;it;O;0
99;is;O;0
99;my;O;0
99;role;O;0
99;to;O;0
99;guide;O;0
99;the;O;0
99;strategic;O;0
99;direction;O;0
99;of;O;0
99;the;O;0
99;company;O;0
100;The;U-PERSON;4
100;individual;O;0
100;s;O;0
100;bornday;O;0
100;is;O;0
100;listed;O;0
100;as;O;0
100;31.08.1989 00:00;O;0
101;Elizabeth;U-PERSON;4
101;,;O;0
101;I;O;0
101;sent;O;0
101;the;O;0
101;report;O;0
101;to;O;0
101;your;O;0
101;work;O;0
101;email;O;0
101;,;O;0
101;elizabethjohnson@company.com;B-PERSON;1
101;,;L-PERSON;3
101;so;O;0
101;please;O;0
101;let;O;0
101;me;O;0
101;know;O;0
101;if;O;0
101;you;O;0
101;have;O;0
101;any;O;0
101;questions;O;0
101;or;O;0
101;concerns;O;0
102;The;U-PERSON;4
102;date;O;0
102;of;O;0
